ROD_CISLO,MENO,PRIEZVISKO,ULICA,PSC
790807/5319,Miloš,Hliník,Bezáková 160,91101
680420/2226,Dušan,Cerník,Martinová 849,03861
640512/5130,Zdenko,Tóth,Holíceková 861,97401
860115/2019,Matej,Galík,Valachová 339,05801
920703/9497,Tomáš,Holícek,Galíková 58,03601
560908/7833,Stanislav,Pap,Hudáková 558,96001
650416/4192,Vojtech,Kuf,Tomaneková 854,90101
600110/7709,Miloslav,Ondráš,Némethová 964,96001
731209/7038,Radovan,Jurovic,Abrahámová 41,97101
790406/2360,Maroš,Valach,Zubeková 567,05801
560427/5370,Hugo,Tatár,Papová 593,97101
970115/7225,Zdenko,Kovác,Hudáková 653,97101
510919/2417,Michal,Bakoš,Kufová 416,95801
570114/4244,Daniel,Novák,Valachová 43,03861
680515/6925,Oliver,Hudák,Nováková 688,95801
521115/3091,Matej,Novák,Maderová 737,96001
600808/8626,Jozef,Molnár,Svrbíková 864,96901
801102/8318,Ernest,Mader,Balážová 908,90101
840317/6165,Anton,Baláž,Jurášová 851,95801
790120/4375,Peter,Simon,Nováková 228,97101
570915/9863,Andrej,Cerník,Pavelová 257,03861
900512/8623,Lukáš,Móric,Maceková 130,04001
851128/9688,Bruno,Dusík,Koceková 143,01001
670805/1205,Radoslav,Kysel,Sklárová 890,05801
730722/8112,Marcel,Tatár,Poláková 748,95801
701207/2595,Boris,Dull,Abrahámová 906,97101
560704/2518,Jozef,Kovácik,Nováková 1,96901
550804/4034,Jaroslav,Mrázik,Maceková 444,05801
931108/8254,Jaroslav,Sklár,Nováková 56,96901
961112/4263,René,Kollár,Maderová 54,97101
621120/2409,Matej,Vencel,Klapacová 303,90101
580321/9424,Tomáš,Gális,Puškárová 236,97401
851022/7005,Ivan,Baláž,Nováková 214,91101
711127/4082,Dávid,Simon,Tomaneková 618,97401
500126/2008,Viktor,Tóth,Nezvalová 812,96001
861006/1431,Filip,Fink,Papová 828,04001
561115/1250,Anton,Novák,Nováková 618,04001
790307/5611,René,Fischer,Balážová 698,01001
601211/2071,Miroslav,Cíger,Móricová 995,95801
890426/2041,Bruno,Baláž,Kováciková 622,91101
720622/6381,Ján,Puškár,Cígerová 350,96001
700104/3106,Matej,Horváth,Rosová 521,05801
740903/6940,Ivan,Juráš,Kovácová 781,04001
621215/9078,Albert,Holícek,Zubeková 338,01001
820312/8594,Andrej,Pavel,Pavelová 223,01001
500822/1913,Viliam,Jánoš,Gálisová 745,96001
781116/9730,Roman,Móric,Hliníková 294,90101
661228/8206,Filip,Trlík,Simonová 749,97101
860212/2667,Radovan,Lukác,Kufová 174,96901
960103/4496,Bruno,Dusík,Balážová 130,96001
960125/7278,Dávid,Puškár,Tomaneková 97,97101
980803/1349,Jozef,Horváth,Koceková 203,91101
901115/7194,Bruno,Kozmon,Koceková 888,96901
980126/7506,Viliam,Hudák,Nováková 157,97101
541010/3609,Bruno,Kysel,Trlíková 554,08001
650812/1886,Lukáš,Jakab,Pucherová 940,97401
901010/3525,Zdenko,Hliník,Hanaková 676,97401
720522/3664,Matej,Fink,Molnárová 135,01001
600111/6574,Matúš,Valach,Ondrášová 249,96901
550420/6833,Dávid,Hudák,Luptáková 73,04001
800310/9891,Dávid,Holícek,Balážová 484,90101
700920/6659,Patrik,Cajkovic,Murinová 783,97101
580702/7956,Ernest,Abrahám,Kyselová 586,96001
720617/9169,Luboš,Markovic,Molnárová 776,05801
920510/3620,Roman,Bakoš,Šimová 659,95801
770304/6818,Erik,Konrád,Danová 646,95801
840723/1603,Luboš,Urban,Palovicová 6,95801
741127/9768,Jozef,Zajac,Papová 182,03861
750428/9133,René,Tuš,Gajdošová 194,96901
880711/9756,Boris,Kovácik,Svrbíková 129,97101
921207/8644,Gabriel,Bezák,Galíková 925,01001
941107/8958,Michal,Hudák,Balogová 468,08001
780411/7038,Radovan,Martán,Puškárová 874,96001
640406/9853,Marián,Kovácik,Nováková 682,96001
670620/5325,Andrej,Fischer,Šimová 276,95801
650325/6131,Norbert,Zipser,Murinová 999,96901
540118/2328,Valentín,Sklár,Kováciková 346,97101
651011/5961,Matúš,Hliník,Zubeková 81,90101
931004/8006,Boris,Lupták,Richtárová 565,05801
730521/1365,Oto,Vencel,Markovicová 419,01001
700110/5960,Oto,Jánoš,Kyselová 151,05801
691107/1890,Ludovít,Valach,Fischerová 263,96901
540810/4622,Ladislav,Karul,Jurovicová 465,08001
540702/9307,Ján,Cerník,Kollárová 560,96901
510522/2497,Emanuel,Kovác,Balážová 12,97101
631011/7582,Filip,Richtár,Skokanová 678,03861
820826/4045,Miloš,Balog,Cerníková 685,96901
511003/2896,Denis,Trlík,Nováková 635,90101
870107/7000,Radoslav,Macek,Nezvalová 424,08001
710315/6871,Vladislav,Zubek,Heretiková 2,03601
660517/9728,Matúš,Balog,Chovanová 349,08001
500218/5060,Marek,Chovan,Papová 84,03861
610303/8806,Emil,Novák,Maderová 248,03601
800825/8927,Filip,Dull,Poláková 842,01001
560619/9869,Jakub,Kolník,Móricová 192,96001
650308/2011,Tomáš,Orlík,Marcinová 772,05801
860220/2373,Marcel,Molnár,Maderová 375,96001
840719/1728,Boris,Karul,Martánová 108,96001
920720/8980,Alfonz,Tuš,Tóthová 428,95801
550925/7508,Anton,Polák,Bezáková 355,08001
580926/2777,Valentín,Cerník,Móricová 485,08001
701011/4780,Luboš,Polák,Zajacová 235,91101
941006/5695,Zdenko,Cíger,Dullová 480,96901
820216/5477,Rastislav,Novák,Nezvalová 916,05801
961210/2994,Bruno,Svrbík,Trlíková 502,08001
900618/6710,Igor,Markovic,Danová 925,96901
990424/3115,Adam,Molnár,Chovanová 430,08001
640112/8837,Jerguš,Fink,Danová 794,91101
770115/3880,Ferdinand,Palovic,Kyselová 694,03601
650418/2365,Norbert,Bezák,Svrbíková 69,05801
640123/3991,Miloš,Zubek,Svrbíková 667,03601
730912/4237,Emil,Molnár,Oláhová 204,01001
980809/1168,Boris,Dull,Hostáková 805,96001
850910/9293,Patrik,Hudák,Cerníková 337,05801
560821/2951,Dávid,Bakoš,Molnárová 765,97101
870314/7531,Adrián,Abrahám,Nováková 53,08001
951122/6211,Matej,Klapac,Skokanová 809,01001
940305/6799,Vladimír,Sklár,Nezvalová 362,03601
970705/3351,Boris,Hosták,Nováková 633,08001
740101/3747,Patrik,Dusík,Konrádová 873,91101
640907/1749,Filip,Balog,Urbanová 757,97401
980515/1504,Matej,Abrahám,Poláková 614,91101
840813/3735,Miloš,Hudák,Rosová 510,08001
690625/9693,Andrej,Tuš,Fischerová 701,91101
500127/2730,Kamil,Tatár,Mráziková 726,05801
960103/4455,Filip,Jurovic,Heretiková 563,96001
740127/3665,Patrik,Havran,Murinová 795,90101
930402/6630,Matúš,Gajdoš,Hostáková 356,04001
660624/4459,Bystrík,Kollár,Kováciková 362,97101
970902/9632,Radovan,Klapac,Galíková 396,03601
810706/4222,Lubomír,Kysel,Fischerová 334,96001
630901/5446,Valentín,Heretik,Martánová 467,04001
630522/3389,Matej,Tuš,Oláhová 517,96001
770127/3928,Matúš,Heretik,Kolníková 478,04001
901013/5657,Matúš,Kocek,Némethová 440,03601
790723/4342,Bruno,Novák,Cajkovicová 807,04001
800920/5601,Vladislav,Molnár,Finková 937,97401
740227/6152,Gregor,Pap,Kufová 260,03861
990320/1397,Milan,Sklár,Hliníková 736,04001
980615/3765,Andrej,Havran,Zipserová 874,05801
800608/2841,Filip,Mader,Rosová 490,97401
830515/8665,Boris,Mrázik,Poláková 725,91101
760201/3268,Oto,Pap,Tóthová 278,04001
610527/1867,Andrej,Bezák,Dusíková 421,97101
540804/9878,Hugo,Gajdoš,Kovácová 656,97401
690704/3644,Karol,Juráš,Némethová 251,96901
851006/6195,Miloslav,Kuf,Martánová 462,04001
531207/1671,Boris,Hliník,Cígerová 7,96901
560727/3498,Roman,Koc,Koceková 135,91101
780623/5268,Bruno,Sklár,Molnárová 489,05801
880405/3477,Lubomír,Vencel,Vencelová 943,97401
820414/3199,Viktor,Kovác,Gálisová 71,01001
700502/7127,Ján,Juráš,Cajkovicová 145,96001
770203/2644,Matej,Horváth,Tušová 227,01001
660116/5544,Patrik,Kovácik,Finková 796,03601
681002/9189,Branislav,Tatár,Tatárová 591,96001
830804/9361,Róbert,Richtár,Kollárová 845,03601
710221/6765,Gabriel,Sklár,Bartošová 798,97101
570924/2644,Dávid,Jurovic,Sklárová 453,91101
980323/9431,Bruno,Holícek,Zubeková 20,03601
600722/8761,Luboš,Németh,Kufová 238,97401
921027/8541,Radoslav,Hudák,Tóthová 604,90101
700503/9250,Oliver,Polák,Heretiková 220,97101
940128/7072,Tomáš,Hliník,Kollárová 557,95801
570524/4972,Oliver,Németh,Balážová 560,90101
880805/4526,Boris,Žigmund,Zajacová 375,04001
960817/9838,Miroslav,Molnár,Bakošová 217,05801
591026/7886,Igor,Juráš,Palovicová 222,03601
850528/6109,Ladislav,Havran,Papová 24,91101
940713/3714,Matej,Hliník,Némethová 453,03861
841027/4608,Jozef,Dusík,Nováková 976,90101
670901/6947,Erik,Lukác,Kováciková 912,96001
741212/7938,Andrej,Cíger,Vencelová 972,04001
961125/8151,Vojtech,Richtár,Martinová 989,96001
890528/1298,Luboš,Horváth,Valachová 303,04001
710309/6299,Karol,Tóth,Klapacová 441,04001
880811/6594,Samuel,Dan,Lojová 221,03861
580812/9993,Tomáš,Šim,Maceková 913,95801
671006/2183,Ferdinand,Skokan,Kolníková 801,91101
971226/4646,Bernard,Gális,Kolníková 966,90101
950106/5826,Bystrík,Pucher,Balogová 575,97401
500313/5529,Bystrík,Jánoš,Zajacová 837,03601
920121/8524,Miloš,Martin,Fischerová 31,03601
741209/6114,Tomáš,Lupták,Vencelová 727,01001
711022/7106,Peter,Ondráš,Kolníková 722,03601
811108/4684,Filip,Abrahám,Palovicová 428,90101
611211/1238,Matej,Martán,Farkašová 484,01001
560928/8831,Matej,Koc,Bezáková 586,95801
730718/6651,Bohuš,Kolník,Kyselová 450,03601
500227/1410,Matúš,Palovic,Kováciková 769,08001
520220/8835,Radovan,Baláž,Urbanová 482,97101
640909/9304,Erik,Macek,Maceková 402,95801
560302/1960,Ferdinand,Bakoš,Martinová 379,03861
540324/5202,Luboš,Bakoš,Farkašová 333,97101
921101/8944,Ladislav,Cajkovic,Jurášová 389,97101
930610/8861,Bernard,Zipser,Pavlíková 883,03861
580114/4154,Viliam,Palovic,Nováková 205,03601
920419/1344,Emil,Jurovic,Valachová 993,91101
640428/3942,Jaromír,Hliník,Finková 501,95801
721008/8776,Ladislav,Kovác,Hudáková 371,97101
631210/7731,Denis,Fischer,Gálisová 101,97101
941206/9900,Viktor,Murin,Kyselová 769,97401
560302/3697,Kamil,Juráš,Tóthová 730,90101
850202/8283,Ján,Hosták,Farkašová 207,96001
590811/1626,Vojtech,Baláž,Orlíková 425,96901
731010/4269,Martin,Jurovic,Valachová 592,97401
850104/3051,Jozef,Simon,Pavelová 404,03601
910314/5190,Dávid,Chovan,Poláková 707,01001
651123/8979,Matúš,Bezák,Poláková 978,03601
630217/5816,Radovan,Hliník,Havranová 135,90101
900417/4260,Ernest,Farkaš,Farkašová 240,97401
671128/3943,Dávid,Mikulák,Dullová 440,05801
600507/6520,Bohuš,Hliník,Molnárová 920,03601
740225/2452,Dávid,Pucher,Molnárová 310,03601
860626/1482,Hugo,Heretik,Murinová 572,97401
590610/3104,Anton,Fink,Marcinová 557,03861
940409/1957,Emanuel,Abrahám,Martánová 628,96901
540613/5668,Albert,Svrbík,Galíková 62,08001
851108/8207,Boris,Fischer,Kozmonová 500,03861
860127/5265,Marián,Kysel,Hanaková 122,97101
500925/6265,Pavol,Gajdoš,Urbanová 976,97401
940109/7587,Michal,Kozmon,Bakošová 293,90101
960527/6985,Patrik,Móric,Nováková 29,03861
720919/5106,Matej,Mikulák,Papová 179,01001
660401/5053,Adam,Kuf,Šimová 776,97101
581105/9481,Lukáš,Žigmund,Orlíková 736,97401
830215/8175,Boris,Farkaš,Horváthová 432,90101
750121/8888,Gabriel,Jurovic,Hudáková 90,95801
780605/5415,Anton,Klapac,Nováková 480,97101
761119/8278,Radoslav,Novák,Tušová 837,91101
540424/4402,Andrej,Jánoš,Cerníková 912,03601
670418/5411,Roman,Tuš,Papová 129,96901
510613/1652,Dávid,Šim,Karulová 755,95801
920614/7780,Branislav,Galík,Jánošová 927,05801
820124/6211,Roman,Fischer,Jurášová 856,08001
580227/5935,Jozef,Orlík,Jánošová 283,91101
970122/8636,Roman,Kuf,Hudáková 642,04001
870325/5431,Anton,Jánoš,Nováková 639,97101
651221/6265,Andrej,Klapac,Bartošová 200,04001
710217/6577,Roman,Urban,Jakabová 121,91101
720704/6040,Andrej,Orlík,Skokanová 220,03601
540228/9305,Marek,Gajdoš,Kováciková 681,03601
850414/1858,Bohumil,Pavel,Valachová 162,91101
700203/8257,Bruno,Sklár,Kolníková 455,95801
610818/1617,Miroslav,Horváth,Konrádová 144,97101
721209/8703,Bruno,Markovic,Kyselová 576,01001
830402/9447,Ján,Richtár,Farkašová 210,08001
900912/2514,Jozef,Pucher,Bartošová 405,96001
521112/9891,Norbert,Skokan,Kollárová 725,08001
801202/6280,Jozef,Kovác,Hudáková 36,05801
500919/5839,Marián,Koc,Cajkovicová 718,91101
730920/2106,Daniel,Ondráš,Némethová 211,95801
670614/1756,Dalibor,Jánoš,Martinová 534,03601
981219/6550,Pavol,Kocek,Galíková 556,08001
660101/7160,Andrej,Pucher,Heretiková 16,96001
701227/4935,Boris,Loj,Martánová 112,03601
691107/6444,Ján,Fink,Vencelová 472,95801
840817/3717,Bruno,Havran,Gálisová 610,90101
980102/3136,Matúš,Bartoš,Gálisová 346,97401
740809/2559,Matej,Konrád,Konrádová 211,91101
750416/2851,Bystrík,Tatár,Dusíková 947,97101
790823/1207,Boris,Kuf,Maderová 160,96901
750607/7312,Igor,Žigmund,Bartošová 33,97101
820828/4741,Patrik,Fischer,Balážová 112,04001
640727/2527,Roman,Németh,Palovicová 573,97101
530908/9379,Filip,Cajkovic,Zubeková 640,03601
990418/8976,Rastislav,Macek,Bezáková 729,03601
840710/5365,Lubomír,Mrázik,Pavlíková 397,97101
710420/7487,Jakub,Novák,Oláhová 270,96001
860501/2150,Dalibor,Novák,Poláková 889,97401
620307/3285,Matej,Jurovic,Hanaková 483,97401
710823/4391,Vladislav,Konrád,Abrahámová 549,03601
571110/2500,Ferdinand,Jakab,Zubeková 897,90101
870423/3555,Ladislav,Tuš,Pucherová 670,97101
980718/9418,Ján,Hudák,Finková 75,01001
960705/3335,Radoslav,Oláh,Nováková 909,05801
580516/4509,Adrián,Németh,Móricová 496,03601
630411/3222,Viktor,Orlík,Karulová 856,96901
670318/1875,Viktor,Sklár,Tušová 891,96001
770224/7867,Tibor,Mader,Maceková 415,04001
520303/7599,Matej,Pavel,Balogová 869,97401
820504/2589,Jerguš,Gajdoš,Valachová 978,97401
950223/1213,Luboš,Zipser,Tóthová 158,08001
700402/2557,Milan,Kovác,Zipserová 347,95801
940716/3988,Bruno,Palovic,Žigmundová 591,96001
670209/5474,Stanislav,Bakoš,Fischerová 525,04001
841122/5159,Luboš,Jurovic,Tatárová 510,96001
670510/6895,Ladislav,Mrázik,Papová 765,90101
841227/7495,Matej,Kuf,Kufová 179,90101
600804/5196,Juraj,Karul,Tomaneková 968,08001
580418/9204,Tomáš,Svrbík,Nováková 453,91101
980404/7235,Matej,Bakoš,Kolníková 316,03861
710515/9307,Albert,Gajdoš,Dullová 684,96001
650817/4594,Boris,Bezák,Holíceková 847,08001
810212/2587,Filip,Polák,Chovanová 383,96001
520521/1537,Róbert,Oláh,Chovanová 96,01001
871022/7181,Miroslav,Valach,Bezáková 761,90101
590112/5034,Matej,Németh,Farkašová 52,96001
710820/2541,Dominik,Jakab,Zajacová 445,97401
880621/8985,Dalibor,Trlík,Kocová 272,05801
931217/3210,Andrej,Ros,Martinová 880,97401
570808/2615,Roman,Gális,Pavlíková 220,01001
970110/2193,Matúš,Zubek,Nováková 954,03861
580420/7662,Dávid,Karul,Nováková 652,08001
600212/3779,Zdenko,Hliník,Kovácová 899,01001
580817/8286,Emil,Hudák,Kozmonová 583,96901
850708/4628,Gregor,Valach,Cajkovicová 28,01001
531221/8423,Dalibor,Jurovic,Kufová 411,96901
750816/3935,Tomáš,Nezval,Balogová 265,90101
561009/5501,Bohumil,Juráš,Ondrášová 180,04001
821014/9294,Hugo,Jurovic,Jurášová 719,05801
720802/4505,Roman,Dan,Jurovicová 2,90101
570417/5219,Jozef,Murin,Palovicová 681,01001
840902/6311,Vojtech,Mader,Tóthová 608,01001
960605/8335,Pavol,Kysel,Martinová 856,95801
580816/4415,Filip,Chovan,Tatárová 361,96901
520324/7603,Boris,Hanak,Hostáková 215,97101
641119/6529,Dávid,Móric,Martinová 877,97401
581102/3580,Matúš,Oláh,Holíceková 157,96901
990919/3363,Vladimír,Hliník,Balážová 687,96001
920718/3524,Vojtech,Nezval,Kolníková 844,91101
530418/7379,Pavol,Kolník,Némethová 957,96001
570322/6698,Luboš,Kozmon,Valachová 405,03601
931003/8682,Martin,Hudák,Konrádová 431,04001
500315/1325,Bystrík,Martán,Pavlíková 586,08001
570522/2018,Roman,Mrázik,Dusíková 433,90101
990610/8809,Lukáš,Palovic,Tušová 548,03861
581122/1413,Luboš,Martin,Farkašová 296,96901
720527/6578,Marcel,Simon,Móricová 434,01001
850619/8568,Štefan,Konrád,Maceková 417,91101
740909/1507,Dominik,Fischer,Lukácová 793,95801
820315/7061,Marián,Karul,Martinová 809,91101
920525/2744,Matej,Martin,Némethová 926,01001
910404/8864,Gabriel,Marcin,Horváthová 389,01001
741102/9811,Jaromír,Karul,Hostáková 595,96001
550207/7329,Oto,Kolník,Gálisová 359,97401
900611/3462,Patrik,Dan,Zubeková 752,04001
530128/9583,Bruno,Tuš,Kocová 744,97101
810221/5506,Anton,Sklár,Cerníková 465,04001
810719/7133,Luboš,Dan,Šimová 420,03601
640614/8024,Matej,Hliník,Mráziková 517,01001
590204/5292,Gregor,Kysel,Tušová 658,90101
611102/3667,Dávid,Konrád,Orlíková 996,91101
880113/5508,Kamil,Tóth,Finková 20,03861
690908/7858,Jaroslav,Molnár,Dullová 300,90101
570712/9459,Lukáš,Pucher,Luptáková 485,01001
610208/5705,Emil,Hudák,Bakošová 66,96001
981212/2396,Miroslav,Puškár,Mikuláková 459,05801
510704/7338,František,Mrázik,Cajkovicová 846,01001
570417/2773,Vladislav,Heretik,Tomaneková 476,90101
530417/8748,Bruno,Macek,Koceková 887,97401
510320/1592,Denis,Kovác,Oláhová 99,03861
671221/1962,Jozef,Skokan,Heretiková 738,03601
730824/9251,Michal,Novák,Hanaková 875,03601
790218/5721,Ladislav,Bakoš,Kováciková 552,08001
580419/6343,Dávid,Németh,Molnárová 357,95801
641011/1228,Adrián,Fink,Gálisová 545,04001
900614/7973,Tibor,Jánoš,Móricová 858,97401
700407/2342,Emil,Lupták,Molnárová 115,03601
570411/2397,René,Dusík,Nováková 551,97101
600710/5007,Radovan,Hosták,Nováková 195,01001
880712/6267,Rastislav,Simon,Žigmundová 581,01001
771101/9945,Dominik,Farkaš,Orlíková 667,08001
730328/9776,Luboš,Urban,Puškárová 197,03861
801213/3482,Boris,Macek,Martinová 555,01001
931002/2091,Gabriel,Novák,Kollárová 521,01001
690907/3436,Patrik,Kolník,Bakošová 93,90101
910309/7832,Karol,Kolník,Tóthová 374,04001
550503/4858,Lubomír,Novák,Urbanová 590,95801
770820/4534,Matej,Farkaš,Abrahámová 821,04001
651124/7082,Filip,Nezval,Kozmonová 450,03601
650911/5722,Bystrík,Pavlík,Palovicová 490,97401
940626/5021,Albert,Tomanek,Fischerová 511,97101
670928/2425,Tomáš,Žigmund,Pavelová 401,05801
570714/2255,Oliver,Hosták,Cígerová 703,96901
500518/7084,Norbert,Chovan,Kolníková 706,97401
791125/9007,Tomáš,Klapac,Nováková 385,97401
960108/2856,Bystrík,Móric,Mráziková 413,97101
940904/7814,Matúš,Pavel,Kováciková 963,90101
780413/1324,Miloš,Kysel,Hanaková 178,96901
500513/9659,Radoslav,Zajac,Sklárová 133,05801
800626/6768,Matúš,Holícek,Kocová 679,03601
850315/6724,Matej,Macek,Nováková 682,97101
681108/5401,Boris,Kovác,Jánošová 249,01001
740912/2289,Tomáš,Hudák,Konrádová 212,90101
831025/7181,Tibor,Bakoš,Hostáková 154,90101
601112/8298,Dávid,Heretik,Jánošová 549,03861
840320/2490,Milan,Pavel,Oláhová 568,05801
831016/2528,Dominik,Mrázik,Mikuláková 772,97101
771201/7958,Andrej,Koc,Horváthová 347,04001
600912/2474,Kamil,Marcin,Puškárová 39,04001
590925/4679,Dávid,Dull,Trlíková 9,90101
710228/8479,Patrik,Puškár,Mikuláková 217,05801
980101/3821,Ernest,Fischer,Tušová 975,96001
550110/6495,Vladislav,Palovic,Pavelová 765,04001
580916/5200,Matúš,Polák,Farkašová 425,04001
580607/7189,Adam,Tatár,Kyselová 976,90101
540309/4177,Viliam,Novák,Murinová 227,97401
930720/8530,Lukáš,Palovic,Molnárová 656,91101
680620/2612,Zdenko,Pavel,Finková 36,04001
820324/4396,Jaromír,Karul,Luptáková 445,03861
530710/2617,Karol,Chovan,Žigmundová 88,97101
881128/5760,Roman,Galík,Jakabová 9,97401
580926/9670,Bernard,Polák,Balážová 56,01001
840419/5736,Adam,Gális,Mikuláková 591,96001
521207/7732,Ján,Fischer,Pavelová 233,05801
630418/8353,Anton,Jakab,Nováková 690,03601
950925/4865,Dalibor,Kovácik,Zipserová 455,03601
920401/3048,Lubomír,Baláž,Kolníková 315,08001
560722/4758,Samuel,Jurovic,Cerníková 570,96001
800819/9079,Milan,Fink,Trlíková 616,04001
790219/1162,Filip,Bezák,Murinová 629,97101
730301/4751,Samuel,Jurovic,Oláhová 643,08001
781204/9458,Miroslav,Bakoš,Rosová 617,96901
740611/3293,Pavol,Sklár,Kolníková 35,03861
650710/7979,Ernest,Fischer,Zajacová 204,90101
950106/2634,Emil,Valach,Pavlíková 170,04001
780701/1174,Oto,Novák,Tušová 774,05801
901112/6399,Dalibor,Lupták,Maceková 385,03601
780614/4382,Valentín,Bakoš,Cerníková 404,91101
791105/7323,Gregor,Martin,Chovanová 954,90101
940409/9265,Bernard,Pucher,Cerníková 814,05801
500917/7945,Dalibor,Molnár,Rosová 590,96901
950217/4677,Alfonz,Macek,Gajdošová 90,03601
531025/9711,Boris,Tóth,Orlíková 586,91101
620812/1382,Lubomír,Mrázik,Tomaneková 88,90101
930610/4920,Emanuel,Molnár,Bezáková 137,90101
690801/8060,Radovan,Trlík,Balogová 875,03861
951003/5870,Vladimír,Skokan,Ondrášová 623,03601
741214/1697,Patrik,Tóth,Lukácová 604,01001
750106/8942,Patrik,Marcin,Abrahámová 190,08001
791122/5790,Patrik,Nezval,Pucherová 168,97401
700924/4402,Matúš,Marcin,Pavelová 230,03601
640511/3577,Ján,Martin,Klapacová 92,95801
901212/3535,Andrej,Ondráš,Nováková 275,04001
501028/2658,Zdenko,Oláh,Vencelová 706,96901
850113/5444,Pavol,Gális,Skokanová 502,03861
500713/6219,Ludovít,Tóth,Hudáková 434,96001
770715/3150,Tomáš,Dan,Kufová 406,08001
681223/9950,Ladislav,Kuf,Richtárová 738,97101
680125/7330,Bystrík,Cajkovic,Danová 536,96901
951217/1801,Miloš,Bakoš,Žigmundová 396,04001
810825/6940,Štefan,Martán,Zajacová 623,03601
961110/8117,Martin,Bezák,Hanaková 607,01001
800727/2726,Lukáš,Novák,Kolníková 952,03601
740414/8273,Matej,Trlík,Lojová 777,97401
570902/7199,Gabriel,Žigmund,Palovicová 243,97401
760226/1624,Boris,Hosták,Tatárová 94,96901
590127/5167,Matúš,Kysel,Cígerová 214,03601
530606/7159,Dávid,Tóth,Jurášová 187,91101
630226/2562,Ján,Sklár,Ondrášová 867,96001
770526/8782,Andrej,Lukác,Nováková 282,90101
640604/4508,Matej,Lukác,Zajacová 624,08001
821028/3892,Roman,Orlík,Pavelová 466,04001
550726/8074,František,Juráš,Martinová 97,95801
921221/2774,Bohumil,Jakab,Tóthová 696,97101
950924/5403,Patrik,Novák,Balážová 315,95801
680303/7723,Štefan,Gális,Nezvalová 684,96901
970703/8237,Zdenko,Tóth,Mikuláková 828,04001
610810/7540,Viliam,Novák,Heretiková 54,95801
580715/9671,Roman,Palovic,Luptáková 795,95801
520125/1916,Miloslav,Holícek,Konrádová 139,97401
960622/2311,Filip,Novák,Tatárová 774,04001
770923/7194,Filip,Lukác,Nováková 150,96001
810614/2570,Matúš,Zubek,Koceková 499,90101
510711/3031,Matúš,Dull,Tomaneková 628,04001
980203/4027,Gregor,Novák,Kollárová 384,04001
860113/8294,Jozef,Novák,Nováková 987,95801
580803/8417,Gregor,Ros,Papová 644,01001
940320/8274,Adam,Balog,Luptáková 216,96001
520122/7442,Jaroslav,Holícek,Ondrášová 420,97401
560628/4536,Boris,Simon,Valachová 775,95801
710906/7203,Radovan,Fischer,Horváthová 708,03861
961009/3398,Ján,Dan,Mikuláková 176,04001
531128/5213,Ernest,Kollár,Maderová 834,91101
530320/6670,Matúš,Svrbík,Lojová 182,90101
800519/2452,Patrik,Ros,Zajacová 60,04001
560310/9210,Miloš,Palovic,Jurášová 554,96001
730802/5134,Boris,Palovic,Maceková 554,08001
610120/5957,Rastislav,Polák,Zubeková 857,97101
741120/1827,Martin,Ondráš,Oláhová 288,05801
730827/5414,Dávid,Baláž,Martánová 555,96901
710821/1392,Filip,Klapac,Kováciková 139,05801
950519/6153,Kamil,Abrahám,Nováková 739,01001
991012/2705,Dávid,Bartoš,Kovácová 315,96901
600823/8188,Bruno,Lukác,Hudáková 730,04001
660321/4644,Andrej,Bartoš,Urbanová 720,97101
621109/5020,Jaroslav,Tóth,Svrbíková 730,96901
870518/6558,Emanuel,Marcin,Zubeková 520,03601
680616/3972,Dušan,Jurovic,Sklárová 969,96001
931205/7215,Denis,Ros,Šimová 158,03601
760504/1996,Ján,Baláž,Jakabová 775,96901
930415/1603,Bohuš,Tomanek,Hanaková 278,04001
500311/8417,Marcel,Mrázik,Abrahámová 936,95801
840508/6584,Erik,Richtár,Nováková 716,90101
990224/9731,Samuel,Havran,Luptáková 291,08001
920921/4459,Igor,Dan,Bezáková 147,05801
970212/5023,Adam,Chovan,Simonová 142,96001
680606/8888,Norbert,Richtár,Nováková 379,97401
581021/7024,Daniel,Fink,Holíceková 777,03861
790124/9359,Miroslav,Horváth,Bartošová 494,04001
870822/3038,Tomáš,Mrázik,Kovácová 710,90101
820814/2729,Juraj,Havran,Heretiková 9,96901
541011/7737,Branislav,Oláh,Svrbíková 173,95801
760620/2388,Bernard,Pavel,Hliníková 892,03861
540203/4093,Miloslav,Mader,Maceková 22,97401
840827/4684,Milan,Šim,Danová 588,91101
870225/8991,Kamil,Pucher,Skokanová 824,03861
650202/7462,Alfonz,Zubek,Šimová 145,95801
500814/7598,Tomáš,Tóth,Bartošová 235,96001
710814/3848,Jozef,Žigmund,Hanaková 57,96901
830719/4668,Maroš,Koc,Maderová 151,96001
551021/7149,Boris,Puškár,Konrádová 23,97401
581009/7289,Emanuel,Balog,Maderová 964,97401
980602/7734,Miloš,Balog,Simonová 57,08001
950405/7159,Lukáš,Mrázik,Simonová 463,97101
760101/4534,Filip,Kocek,Hostáková 978,03861
970902/4597,Matúš,Tuš,Kováciková 689,90101
610928/2064,Štefan,Hudák,Dusíková 547,97101
960206/1989,Milan,Karul,Cígerová 918,95801
760311/1575,Matej,Bakoš,Kyselová 813,95801
891213/3649,Filip,Novák,Zipserová 901,95801
610519/8346,František,Jánoš,Móricová 250,97401
511102/7999,Peter,Tatár,Konrádová 859,95801
721007/6586,Ludovít,Kocek,Fischerová 385,95801
